1	 50	14.98
2	 45	14.9
3	 40	15.09
4	 35	15.34
5	 30	15.8
6	 25	16.35
7	 20	16.27
8	 15	16.3
9	 10	16.62
10	5	16.59
11	0	16.69
12	-5	16.52
13	-10	16.26
14	-15 16.14
15	-20	15.98

