5	0.033	42	-8	42	-8	-0.190	-0.198
10.5	0.070	42	-16	42	-16	-0.381	-0.395
18.5	0.123	42	-12	42	-12	-0.286	-0.297
33.5	0.223	42	-10	42	-10	-0.238	-0.247
48	0.320	42	-8	42	-8	-0.190	-0.198
63	0.420	42	-7	42	-7	-0.167	-0.173
78	0.520	42	4	42	4	0.095	0.099
93	0.620	42	-4	42	-4	-0.095	-0.099
108.5	0.723	42	-4	42	-4	-0.095	-0.099
130.5	0.870	42	0	42	0	0.000	0.000
154	1.027	42	6	42	6	0.143	0.148
