157	1.047	40	0	40	0	0.000	0.000
134	0.893	40	0	40	0	0.000	0.000
111	0.740	40	-4	40	-4	-0.100	-0.104
95.5	0.637	40	-8	40	-8	-0.200	-0.208
80.5	0.537	40	-18	40	-18	-0.450	-0.467
65.5	0.437	40	-30	40	-30	-0.750	-0.778
50	0.333	40	-46	40	-46	-1.150	-1.194
35	0.233	40	-60	40	-60	-1.500	-1.557
20	0.133	40	-80	40	-80	-2.000	-2.076
11.5	0.077	40	-82	40	-82	-2.050	-2.128
6	0.040	40	-112	40	-112	-2.800	-2.906
0	0.000	40	-52	40	-52	-1.300	-1.349
