157	1.047	42	3	42	3	0.071	0.074
134	0.893	42	0	42	0	0.000	0.000
111	0.740	42	-5	42	-5	-0.119	-0.124
95.5	0.637	42	-10	42	-10	-0.238	-0.247
80.5	0.537	42	-20	42	-20	-0.476	-0.494
65.5	0.437	42	-35	42	-35	-0.833	-0.865
50	0.333	42	-40	42	-40	-0.952	-0.988
35	0.233	42	-47	42	-47	-1.119	-1.161
20	0.133	42	-50	42	-50	-1.190	-1.236
11.5	0.077	42	-42	42	-42	-1.000	-1.038
6	0.040	42	-41	42	-41	-0.976	-1.013
0	0.000	42	10	42	10	0.238	0.247
