5	0.033	40	33	40	33	0.825	0.856
10.5	0.070	40	32	40	32	0.800	0.830
18.5	0.123	40	23	40	23	0.575	0.597
33.5	0.223	40	15	40	15	0.375	0.389
48	0.320	40	10	40	10	0.250	0.259
63	0.420	40	8	40	8	0.200	0.208
78	0.520	40	8	40	8	0.200	0.208
93	0.620	40	3	40	3	0.075	0.078
108.5	0.723	40	0	40	0	0.000	0.000
130.5	0.870	40	0	40	0	0.000	0.000
154	1.027	40	0	40	0	0.000	0.000
