1	6.5	48	0	48	0	0
2	5.5	48	0	48	0	0
3	4.5	48	1	48	1	0.0216234198270126
4	3.75	48	2	48	2	0.0432468396540253
5	3	48	0	48	0	0
6	2.25	48	0	48	0	0
7	1.5	48	0	48	0	0
8	1	48	0	48	0	0
9	0.5	48	-20	48	-20	-0.432468396540253
10	0.15	48	8	48	8	0.172987358616101

