11	0	48	46	48	46	0.994677312042582
12	0.15	48	4	48	4	0.0864936793080506
13	0.5	48	-20	48	-20	-0.432468396540253
14	1	48	-18	48	-18	-0.389221556886228
15	1.75	48	-2	48	-2	-0.0432468396540253
16	2.5	48	-1	48	-1	-0.0216234198270126
17	3.25	48	0	48	0	0
18	4.25	48	0	48	0	0
19	5.25	48	0	48	0	0
20	6.25	48	8	48	8	0.172987358616101

